0.19937, 900, 997, 900, 997, 997, 1000
0.200489, 100, 200, 900, 997, 997, 1000
0.283575, 300, 400, 900, 997, 997, 1000
0.357678, 700, 800, 900, 997, 997, 1000
0.383756, 0, 100, 0, 100, 900, 997
0.446864, 0, 100, 300, 400, 900, 997
0.483957, 200, 300, 300, 400, 900, 997
0.509064, 0, 100, 400, 500, 997, 1000
0.572176, 400, 500, 400, 500, 900, 997
0.600268, 200, 300, 500, 600, 900, 997
0.685367, 100, 200, 600, 700, 997, 1000
0.729479, 600, 700, 600, 700, 997, 1000
0.783587, 400, 500, 700, 800, 900, 997
0.797645, 500, 600, 700, 800, 900, 997
0.861751, 100, 200, 800, 900, 997, 1000
0.864882, 200, 300, 800, 900, 997, 1000
0.878994, 300, 400, 800, 900, 997, 1000
0.881091, 400, 500, 800, 900, 900, 997
0.922188, 100, 200, 200, 300, 400, 500
0.923283, 200, 300, 200, 300, 400, 500
0.972379, 0, 100, 100, 200, 500, 600
0.989465, 100, 200, 200, 300, 500, 600
0.993537, 200, 300, 200, 300, 500, 600
1.06163, 0, 100, 100, 200, 600, 700
1.14074, 300, 400, 400, 500, 600, 700
1.21385, 0, 100, 100, 200, 700, 800
1.23194, 0, 100, 300, 400, 700, 800
1.25405, 0, 100, 400, 500, 700, 800
1.33614, 500, 600, 600, 700, 700, 800
1.35624, 300, 400, 700, 800, 700, 800
1.37634, 600, 700, 700, 800, 700, 800
1.40643, 0, 100, 200, 300, 800, 900
1.47954, 400, 500, 500, 600, 800, 900
1.48364, 500, 600, 500, 600, 800, 900
1.53975, 0, 100, 700, 800, 800, 900
