0.177644, 0, 100, 900, 997, 900, 997
0.273746, 400, 500, 900, 997, 997, 1000
0.317828, 600, 700, 900, 997, 997, 1000
0.359917, 800, 900, 997, 1000, 997, 1000
0.409047, 100, 200, 200, 300, 900, 997
0.42016, 200, 300, 200, 300, 900, 997
0.513279, 100, 200, 400, 500, 997, 1000
0.5954, 300, 400, 500, 600, 900, 997
0.61649, 500, 600, 500, 600, 900, 997
0.693599, 400, 500, 600, 700, 997, 1000
0.706697, 600, 700, 600, 700, 900, 997
0.7538, 200, 300, 700, 800, 997, 1000
0.834899, 100, 200, 800, 900, 900, 997
0.931008, 200, 300, 400, 500, 400, 500
0.978085, 100, 200, 300, 400, 500, 600
1.03322, 0, 100, 0, 100, 600, 700
1.12735, 0, 100, 500, 600, 600, 700
1.12736, 100, 200, 500, 600, 600, 700
1.22544, 200, 300, 300, 400, 700, 800
1.29054, 0, 100, 600, 700, 700, 800
1.38763, 100, 200, 200, 300, 800, 900
1.39276, 0, 100, 300, 400, 800, 900
1.43086, 0, 100, 500, 600, 800, 900
1.52798, 200, 300, 700, 800, 800, 900
1.59009, 700, 800, 800, 900, 800, 900
