0.190234, 997, 1000, 997, 1000, 997, 1000
0.231369, 200, 300, 900, 997, 900, 997
0.316478, 500, 600, 900, 997, 900, 997
0.328565, 500, 600, 997, 1000, 997, 1000
0.393639, 0, 100, 100, 200, 997, 1000
0.401733, 100, 200, 100, 200, 997, 1000
0.486821, 200, 300, 300, 400, 997, 1000
0.572933, 0, 100, 500, 600, 997, 1000
0.616051, 300, 400, 500, 600, 997, 1000
0.618152, 400, 500, 500, 600, 900, 997
0.696261, 400, 500, 600, 700, 900, 997
0.731371, 0, 100, 700, 800, 900, 997
0.754477, 100, 200, 700, 800, 997, 1000
0.759574, 200, 300, 700, 800, 900, 997
0.852654, 200, 300, 800, 900, 900, 997
0.894775, 700, 800, 800, 900, 900, 997
0.910881, 800, 900, 800, 900, 900, 997
0.910892, 800, 900, 800, 900, 997, 1000
1.00299, 0, 100, 400, 500, 500, 600
1.0261, 100, 200, 500, 600, 500, 600
1.07021, 100, 200, 200, 300, 600, 700
1.12133, 100, 200, 400, 500, 600, 700
1.19144, 500, 600, 600, 700, 600, 700
1.23155, 100, 200, 300, 400, 700, 800
1.25365, 200, 300, 400, 500, 700, 800
1.34275, 200, 300, 700, 800, 700, 800
1.35385, 400, 500, 700, 800, 700, 800
1.37395, 0, 100, 0, 100, 800, 900
1.40208, 200, 300, 200, 300, 800, 900
1.45917, 200, 300, 500, 600, 800, 900
1.53428, 100, 200, 700, 800, 800, 900
1.58937, 500, 600, 800, 900, 800, 900
