0.169108, 0, 100, 900, 997, 997, 1000
0.264213, 400, 500, 900, 997, 900, 997
0.272292, 400, 500, 997, 1000, 997, 1000
0.350393, 800, 900, 900, 997, 997, 1000
0.375498, 100, 200, 100, 200, 900, 997
0.393599, 0, 100, 200, 300, 997, 1000
0.470688, 300, 400, 300, 400, 997, 1000
0.5458, 400, 500, 400, 500, 997, 1000
0.616914, 500, 600, 500, 600, 997, 1000
0.664014, 200, 300, 600, 700, 997, 1000
0.671113, 300, 400, 600, 700, 997, 1000
0.694216, 500, 600, 600, 700, 997, 1000
0.767303, 400, 500, 700, 800, 997, 1000
0.795406, 700, 800, 700, 800, 997, 1000
0.868511, 600, 700, 800, 900, 900, 997
0.912637, 0, 100, 400, 500, 400, 500
0.993753, 400, 500, 400, 500, 500, 600
1.01384, 400, 500, 500, 600, 500, 600
1.05194, 200, 300, 200, 300, 600, 700
1.12305, 300, 400, 500, 600, 600, 700
1.19115, 100, 200, 100, 200, 700, 800
1.25923, 200, 300, 500, 600, 700, 800
1.30334, 400, 500, 600, 700, 700, 800
1.35843, 100, 200, 100, 200, 800, 900
1.43953, 300, 400, 500, 600, 800, 900
1.50164, 600, 700, 600, 700, 800, 900
1.52975, 400, 500, 700, 800, 800, 900
1.54186, 700, 800, 700, 800, 800, 900
1.56496, 200, 300, 800, 900, 800, 900
