0.208049, 0, 100, 0, 100, 0, 100
0.298147, 100, 200, 100, 200, 100, 200
0.317251, 0, 100, 0, 100, 200, 300
0.405332, 100, 200, 100, 200, 200, 300
0.48044, 200, 300, 200, 300, 200, 300
0.541557, 0, 100, 0, 100, 300, 400
0.639666, 0, 100, 200, 300, 300, 400
0.70376, 200, 300, 200, 300, 300, 400
0.780861, 100, 200, 300, 400, 300, 400
0.825959, 300, 400, 300, 400, 300, 400
0.853039, 0, 100, 100, 200, 400, 500
0.895122, 100, 200, 100, 200, 400, 500
0.974221, 0, 100, 0, 100, 500, 600
1.02333, 100, 200, 400, 500, 500, 600
1.11641, 200, 300, 300, 400, 600, 700
1.15354, 400, 500, 400, 500, 600, 700
1.20263, 200, 300, 600, 700, 600, 700
1.2567, 300, 400, 300, 400, 700, 800
1.3298, 100, 200, 600, 700, 700, 800
1.3969, 0, 100, 100, 200, 800, 900
1.42703, 200, 300, 300, 400, 800, 900
1.42916, 100, 200, 400, 500, 800, 900
1.50127, 200, 300, 600, 700, 800, 900
1.57037, 500, 600, 700, 800, 800, 900
1.58548, 0, 100, 800, 900, 800, 900
