0.209925, 0, 100, 0, 100, 100, 200
0.293046, 0, 100, 100, 200, 100, 200
0.379151, 0, 100, 100, 200, 200, 300
0.456263, 0, 100, 200, 300, 200, 300
0.471367, 100, 200, 200, 300, 200, 300
0.564481, 0, 100, 100, 200, 300, 400
0.599573, 100, 200, 100, 200, 300, 400
0.685679, 100, 200, 200, 300, 300, 400
0.77779, 0, 100, 300, 400, 300, 400
0.826899, 200, 300, 300, 400, 300, 400
0.847985, 0, 100, 0, 100, 400, 500
0.910088, 0, 100, 200, 300, 400, 500
0.937189, 0, 100, 300, 400, 400, 500
1.02728, 300, 400, 400, 500, 500, 600
1.08639, 0, 100, 200, 300, 600, 700
1.14954, 200, 300, 400, 500, 600, 700
1.17566, 500, 600, 500, 600, 600, 700
1.21577, 600, 700, 600, 700, 600, 700
1.24186, 200, 300, 200, 300, 700, 800
1.31395, 300, 400, 500, 600, 700, 800
1.35005, 600, 700, 600, 700, 700, 800
1.36115, 100, 200, 700, 800, 700, 800
1.42927, 300, 400, 300, 400, 800, 900
1.49638, 100, 200, 600, 700, 800, 900
1.52549, 300, 400, 600, 700, 800, 900
1.60758, 400, 500, 800, 900, 800, 900
