0.206435, 0, 100, 997, 1000, 997, 1000
0.252561, 200, 300, 900, 997, 997, 1000
0.337661, 500, 600, 900, 997, 997, 1000
0.405734, 0, 100, 100, 200, 900, 997
0.445854, 100, 200, 200, 300, 997, 1000
0.470953, 100, 200, 300, 400, 900, 997
0.511061, 0, 100, 400, 500, 900, 997
0.583179, 0, 100, 500, 600, 900, 997
0.659294, 0, 100, 600, 700, 900, 997
0.660392, 0, 100, 600, 700, 997, 1000
0.724496, 500, 600, 600, 700, 900, 997
0.782596, 300, 400, 700, 800, 900, 997
0.806671, 600, 700, 700, 800, 997, 1000
0.899755, 500, 600, 800, 900, 997, 1000
0.938857, 100, 200, 300, 400, 400, 500
0.940976, 200, 300, 300, 400, 400, 500
0.982081, 100, 200, 100, 200, 500, 600
1.04618, 300, 400, 500, 600, 500, 600
1.12129, 300, 400, 300, 400, 600, 700
1.12239, 0, 100, 400, 500, 600, 700
1.2175, 0, 100, 0, 100, 700, 800
1.23261, 100, 200, 200, 300, 700, 800
1.27471, 400, 500, 400, 500, 700, 800
1.31281, 500, 600, 500, 600, 700, 800
1.37091, 500, 600, 700, 800, 700, 800
1.44403, 300, 400, 400, 500, 800, 900
1.49113, 0, 100, 600, 700, 800, 900
1.57624, 600, 700, 700, 800, 800, 900
1.61337, 600, 700, 800, 900, 800, 900
