0.210461, 9
0.210528, 2
0.210535, 4
0.210541, 5
0.210547, 6
0.210552, 8
0.210557, 10
0.210708, 3
0.210823, 1
0.210948, 7
0.211692, 4
0.225644, 9
0.251694, 6
0.256955, 3
0.285662, 5
0.288093, 7
0.294071, 1
0.294777, 4
0.299738, 9
0.300631, 2
0.30566, 10
0.30669, 8
0.313741, 10
0.319731, 2
0.336805, 6
0.34205, 3
0.348891, 6
0.350759, 5
0.350771, 8
0.360846, 5
0.364824, 9
0.368883, 4
0.371909, 9
0.380181, 1
0.387195, 7
0.391844, 10
0.392856, 8
0.394962, 4
0.401997, 9
0.407814, 2
0.410129, 3
0.413971, 6
0.416945, 10
0.422064, 6
0.432936, 5
0.43505, 10
0.441979, 8
0.450239, 3
0.453102, 8
0.45511, 9
0.457291, 1
0.45807, 4
0.472398, 1
0.475209, 9
0.475347, 3
0.482925, 2
0.486305, 7
0.495159, 4
0.507152, 6
0.509037, 5
0.512139, 10
0.515453, 3
0.520265, 4
0.541163, 5
0.544033, 2
0.546213, 8
0.55331, 9
0.557408, 7
0.561281, 5
0.565507, 1
0.582523, 7
0.583381, 4
0.58725, 10
0.587573, 3
0.593261, 6
0.595441, 9
0.600599, 1
0.610376, 5
0.611469, 4
0.625637, 7
0.628337, 8
0.636377, 6
0.638484, 6
0.642145, 2
0.647558, 9
0.64943, 8
0.65836, 10
0.663684, 3
0.66478, 3
0.683487, 5
0.68671, 1
0.696566, 4
0.703667, 9
0.705463, 10
0.706246, 2
0.711757, 7
0.712566, 10
0.716588, 6
0.726536, 8
0.728891, 3
0.735662, 10
0.73964, 8
0.740681, 4
0.751697, 6
0.764578, 5
0.766779, 9
0.774803, 6
0.778817, 1
0.779907, 6
0.783345, 2
0.786738, 8
0.786991, 3
0.790689, 5
0.79479, 4
0.808748, 10
0.808852, 4
0.808855, 7
0.808871, 7
0.811068, 3
0.824877, 9
0.827929, 1
0.828445, 2
0.836852, 10
0.838799, 5
0.849012, 1
0.855519, 2
0.86197, 7
0.867842, 8
0.872953, 4
0.872987, 6
0.876074, 4
0.87708, 7
0.890194, 4
0.892299, 4
0.897602, 2
0.898177, 7
0.898885, 5
0.904144, 3
0.909957, 10
0.911121, 1
0.913975, 9
0.9151, 6
0.929274, 7
0.931209, 6
0.931225, 6
0.933395, 4
0.934491, 4
0.938222, 1
0.943246, 3
0.945365, 3
0.951092, 9
0.954077, 10
0.955378, 7
0.963946, 8
0.9662, 9
0.975293, 9
0.976706, 2
0.983586, 4
0.986473, 3
0.996994, 5
1.00066, 4
1.00474, 4
1.0071, 5
1.01103, 8
1.01539, 9
1.0205, 7
1.02332, 6
1.02581, 2
1.02721, 5
1.02831, 1
1.0352, 10
1.04061, 7
1.04642, 6
1.0473, 5
1.05056, 3
1.05529, 10
1.06148, 9
1.06615, 8
1.07283, 4
1.07341, 5
1.08742, 1
1.09054, 6
1.09339, 10
1.1015, 5
1.11872, 7
1.1189, 2
1.12568, 3
1.12678, 3
1.14165, 6
1.15056, 1
1.15194, 4
1.15601, 2
1.16028, 8
1.1603, 8
1.16059, 9
1.1645, 10
1.16478, 7
1.17669, 1
1.18761, 5
1.2017, 5
1.2051, 2
1.20569, 9
1.20679, 5
1.21177, 6
1.2168, 1
1.22189, 3
1.22505, 4
1.2326, 10
1.23488, 7
1.237, 3
1.24289, 1
1.24315, 4
1.25187, 6
1.25838, 8
1.25918, 2
1.26525, 4
1.27098, 7
1.27398, 6
1.27508, 7
1.27911, 3
1.28578, 9
1.28589, 5
1.30068, 10
1.31497, 1
1.31687, 9
1.31721, 3
1.32348, 8
1.33228, 2
1.33817, 7
1.34196, 9
1.34479, 10
1.34735, 4
1.35108, 1
1.35899, 5
1.36218, 1
1.36308, 6
1.36745, 4
1.37418, 6
1.3753, 3
1.38755, 4
1.3901, 5
1.39428, 6
1.39938, 2
1.39988, 10
1.41763, 4
1.42056, 8
1.42239, 6
1.42569, 8
1.42627, 7
1.4295, 2
1.43029, 1
1.43037, 7
1.43163, 2
1.44107, 9
1.44841, 3
1.4502, 5
1.46379, 8
1.47946, 7
1.4795, 6
1.48098, 10
1.49074, 4
1.49484, 4
1.49553, 3
1.49741, 1
1.50375, 2
1.52652, 1
1.53331, 5
1.53518, 9
1.54309, 10
1.55095, 4
1.55461, 6
1.56091, 8
1.56358, 7
1.5712, 10
1.57286, 2
1.58064, 3
1.58331, 10
1.58796, 2
1.59928, 9
1.60641, 10
1.60642, 5
1.60861, 1
1.6097, 6
1.61776, 3
1.62303, 8
1.62469, 7
1.6387, 1
1.65004, 4
1.65506, 2
1.65851, 5
1.65978, 6
1.66235, 9
1.66312, 8
1.68584, 3
1.6945, 10
1.71677, 7
